"gbifID" "abstract" "accessRights" "accrualMethod" "accrualPeriodicity" "accrualPolicy" "alternative" "audience" "available" "bibliographicCitation" "conformsTo" "contributor" "coverage" "created" "creator" "date" "dateAccepted" "dateCopyrighted" "dateSubmitted" "description" "educationLevel" "extent" "format" "hasFormat" "hasPart" "hasVersion" "identifier" "instructionalMethod" "isFormatOf" "isPartOf" "isReferencedBy" "isReplacedBy" "isRequiredBy" "isVersionOf" "issued" "language" "license" "mediator" "medium" "modified" "provenance" "publisher" "references" "relation" "replaces" "requires" "rights" "rightsHolder" "source" "spatial" "subject" "tableOfContents" "temporal" "title" "type" "valid" "institutionID" "collectionID" "datasetID" "institutionCode" "collectionCode" "datasetName" "ownerInstitutionCode" "basisOfRecord" "informationWithheld" "dataGeneralizations" "dynamicProperties" "occurrenceID" "catalogNumber" "recordNumber" "recordedBy" "individualCount" "organismQuantity" "organismQuantityType" "sex" "lifeStage" "reproductiveCondition" "behavior" "establishmentMeans" "occurrenceStatus" "preparations" "disposition" "associatedReferences" "associatedSequences" "associatedTaxa" "otherCatalogNumbers" "occurrenceRemarks" "organismID" "organismName" "organismScope" "associatedOccurrences" "associatedOrganisms" "previousIdentifications" "organismRemarks" "materialSampleID" "eventID" "parentEventID" "fieldNumber" "eventDate" "eventTime" "startDayOfYear" "endDayOfYear" "year" "month" "day" "verbatimEventDate" "habitat" "samplingProtocol" "samplingEffort" "sampleSizeValue" "sampleSizeUnit" "fieldNotes" "eventRemarks" "locationID" "higherGeographyID" "higherGeography" "continent" "waterBody" "islandGroup" "island" "countryCode" "stateProvince" "county" "municipality" "locality" "verbatimLocality" "verbatimElevation" "verbatimDepth" "minimumDistanceAboveSurfaceInMeters" "maximumDistanceAboveSurfaceInMeters" "locationAccordingTo" "locationRemarks" "decimalLatitude" "decimalLongitude" "coordinateUncertaintyInMeters" "coordinatePrecision" "pointRadiusSpatialFit" "verbatimCoordinateSystem" "verbatimSRS" "footprintWKT" "footprintSRS" "footprintSpatialFit" "georeferencedBy" "georeferencedDate" "georeferenceProtocol" "georeferenceSources" "georeferenceVerificationStatus" "georeferenceRemarks" "geologicalContextID" "earliestEonOrLowestEonothem" "latestEonOrHighestEonothem" "earliestEraOrLowestErathem" "latestEraOrHighestErathem" "earliestPeriodOrLowestSystem" "latestPeriodOrHighestSystem" "earliestEpochOrLowestSeries" "latestEpochOrHighestSeries" "earliestAgeOrLowestStage" "latestAgeOrHighestStage" "lowestBiostratigraphicZone" "highestBiostratigraphicZone" "lithostratigraphicTerms" "group" "formation" "member" "bed" "identificationID" "identificationQualifier" "typeStatus" "identifiedBy" "dateIdentified" "identificationReferences" "identificationVerificationStatus" "identificationRemarks" "taxonID" "scientificNameID" "acceptedNameUsageID" "parentNameUsageID" "originalNameUsageID" "nameAccordingToID" "namePublishedInID" "taxonConceptID" "scientificName" "acceptedNameUsage" "parentNameUsage" "originalNameUsage" "nameAccordingTo" "namePublishedIn" "namePublishedInYear" "higherClassification" "kingdom" "phylum" "class" "order" "family" "genus" "subgenus" "specificEpithet" "infraspecificEpithet" "taxonRank" "verbatimTaxonRank" "vernacularName" "nomenclaturalCode" "taxonomicStatus" "nomenclaturalStatus" "taxonRemarks" "datasetKey" "publishingCountry" "lastInterpreted" "elevation" "elevationAccuracy" "depth" "depthAccuracy" "distanceAboveSurface" "distanceAboveSurfaceAccuracy" "issue" "mediaType" "hasCoordinate" "hasGeospatialIssues" "taxonKey" "acceptedTaxonKey" "kingdomKey" "phylumKey" "classKey" "orderKey" "familyKey" "genusKey" "subgenusKey" "speciesKey" "species" "genericName" "acceptedScientificName" "typifiedName" "protocol" "lastParsed" "lastCrawled" "repatriated" "coords.x1" "coords.x2" "optional"
"694" 1042438921 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:4156/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2017-01-11T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "Artsprosjekt_61-12_Liverworts of western Norway" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:4156/1" "4156/1" "" "Kristian Hassel" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2014-06-16T00:00:00Z" NA NA NA 2014 6 16 "" "Heath vegetation among boulders" "" NA NA NA NA "Artsprosjekt 2013-15" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Bremanger" "" "Langevatnet" "" "" "" NA NA NA NA 61.82062 5.42356 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2014-06-16T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T16:21:31.343Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2017-01-31T01:36:04.224Z" "2018-11-25T14:41:40.287Z" "true" 311643.160410778 6859381.63631762 TRUE
"695" 1042438736 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:771220/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-11-28T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:771220/1" "771220/1" "" "Oddvar Olsen, Karl Johan Grimstad" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2011-05-08T00:00:00Z" NA NA NA 2011 5 8 "" "På leirholdig grunn" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sør-Trøndelag" "Melhus" "" "Kaldvella, Ler" "" "" "" NA NA NA NA 63.1971 10.3404 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2011-08-05T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T16:24:42.271Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2016-12-21T00:43:24.647Z" "2018-11-25T14:42:22.893Z" "true" 567432.876597813 7008253.90548555 TRUE
"696" 1042438686 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:771207/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:771207/1" "771207/1" "" "Steinar Vatne" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2011-06-28T00:00:00Z" NA NA NA 2011 6 28 "" "På N-vendt berg. Glissen furuskog." "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Bremanger" "" "Åskåra" "" "" "" NA NA NA NA 61.8072 5.6663 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2011-12-08T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T16:21:31.142Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-21T00:43:15.993Z" "2018-11-25T14:41:58.831Z" "true" 324342.332233553 6857208.1526784 TRUE
"697" 1042436053 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:691719/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:691719/1" "691719/1" "" "Hans Haavardsholm Blom" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2009-07-29T00:00:00Z" NA NA NA 2009 7 29 "" "" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Hordaland" "Samnanger" "" "Nordskråningen av Renneberget" "" "" "" NA NA NA NA 60.43609 5.88459 7 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Hans Haavardsholm Blom" "2009-07-29T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T16:21:31.255Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-06T22:34:38.919Z" "2018-11-25T14:41:50.815Z" "true" 328565.047085507 6704034.6447011 TRUE
"698" 1042435944 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:693575/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:693575/1" "693575/1" "" "Dag Holtan, Perry Gunnar Larsen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2010-10-17T00:00:00Z" NA NA NA 2010 10 17 "" "NØ-vendt kystfjellhei" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Møre og Romsdal" "Ørsta" "" "Kalvedalen" "" "" "" NA NA NA NA 62.2281 6.32789 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2010-10-26T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T16:21:31.154Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2018-02-13T21:11:18.866Z" "2018-11-25T14:42:04.273Z" "true" 361118.098546177 6902457.36242709 TRUE
"699" 1042435569 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:773000/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:773000/1" "773000/1" "M198Høi" "Torbjørn Høitomt, Tom Hellik Hofton" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2012-06-13T00:00:00Z" NA NA NA 2012 6 13 "" "Fuktig kysthei i kraftgate" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Bremanger" "" "Sørdalen NR under høyspenten rett ovenfor veien" "" "" "" NA NA NA NA 61.8166 5.4085 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Torbjørn Høitomt" "2012-06-13T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T16:21:31.175Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-21T00:42:59.036Z" "2018-11-25T14:42:14.851Z" "true" 310825.836487831 6858978.06205799 TRUE
"700" 1042435505 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:671904/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:671904/1" "671904/1" "" "Dag Holtan, John Bjarne Jordal" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2007-09-12T00:00:00Z" NA NA NA 2007 9 12 "" "Bratt, nordvendt fukthei oppunder nordvendte berg" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Møre og Romsdal" "Volda" "" "Bjørkedalen: Koppen" "" "" "" NA NA NA NA 61.97974 6.03 7 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2008-02-13T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T16:21:31.766Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-21T00:42:48.959Z" "2018-11-25T14:42:09.420Z" "true" 344375.111099089 6875485.02435695 TRUE
"701" 1042434884 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:773533/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:773533/1" "773533/1" "M741Høi" "Torbjørn Høitomt, U. Jansson" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2012-09-25T00:00:00Z" NA NA NA 2012 9 25 "" "På naken leire i ravinedal" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Akershus" "Nannestad" "" "Slemdalbekken" "" "" "" NA NA NA NA 60.1219 11.0465 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Torbjørn Høitomt" "2012-09-25T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T16:24:42.278Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2016-12-21T00:42:32.363Z" "2018-11-25T14:42:22.446Z" "true" 613716.654166772 6666748.26834241 TRUE
"702" 1042434480 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:673448/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:673448/1" "673448/1" "" "Karl Johan Grimstad, Oddvar Olsen" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2010-03-08T00:00:00Z" NA NA NA 2010 3 8 "" "Fuktig, nordvendt bergvegg" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Selje" "" "Under Breiefjellet, Morkadalen" "" "" "" NA NA NA NA 62.13493 5.22345 71 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2010-04-24T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Herbertus stramineus (Dumort.) Trevis." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Herbertaceae" "Herbertus" NA "stramineus" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T16:25:08.951Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 4276928 4276928 6 9 126 381 2282 2689385 NA 4276928 "Herbertus stramineus" "Herbertus" "Herbertus stramineus (Dumort.) Trevis." "" "DWC_ARCHIVE" "2016-12-21T00:42:12.894Z" "2018-11-25T14:42:10.059Z" "true" 303150.226971424 6894949.90302828 TRUE
"703" 1042434309 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:771603/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:771603/1" "771603/1" "11501M" "Torbjørn Høitomt, Niklas Lönnell" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2011-10-27T00:00:00Z" NA NA NA 2011 10 27 "" "På utrast leire i skogkledd ravine" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Akershus" "Nannestad" "" "Eiksvad Bru. Rett ovenfor brua" "" "" "" NA NA NA NA 60.1715 11.0295 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Torbjørn Høitomt, Niklas Lönnell" "2011-10-27T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Fissidens exilis Hedwig, 1801" NA NA "" NA NA NA "" "Plantae" "Bryophyta" "Bryopsida" "Fissidentales" "Fissidentaceae" "Fissidens" NA "exilis" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T16:24:42.271Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 5283214 5283214 6 35 327 1336 4643 2673216 NA 5283214 "Fissidens exilis" "Fissidens" "Fissidens exilis Hedwig, 1801" "" "DWC_ARCHIVE" "2016-12-21T00:43:24.644Z" "2018-11-25T14:42:16.164Z" "true" 612602.505292696 6672241.34278407 TRUE
"704" 1042433606 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:773007/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:773007/1" "773007/1" "M205Høi" "Torbjørn Høitomt, Tom Hellik Hofton" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2012-06-13T00:00:00Z" NA NA NA 2012 6 13 "" "Fuktig kystfuruskog" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Sogn og Fjordane" "Bremanger" "" "Sørdalen NR, lia nordvest for veien" "" "" "" NA NA NA NA 61.8169 5.4039 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Torbjørn Høitomt" "2012-06-13T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T16:21:31.234Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-21T00:42:59.011Z" "2018-11-25T14:41:59.576Z" "true" 310585.56747093 6859024.84860351 TRUE
"705" 1042432596 NA "" NA NA NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA "urn:catalog:TRH:B:692234/1" NA NA NA NA NA NA NA NA "" "CC_BY_4_0" NA NA "2014-10-27T00:00:00Z" NA NA "" NA NA NA NA "" NA NA NA NA NA NA "" NA "" "" "" "TRH" "B" "" "" "PRESERVED_SPECIMEN" NA NA "" "urn:catalog:TRH:B:692234/1" "692234/1" "" "Dag Holtan" NA NA NA NA NA NA NA NA NA "" NA NA "" NA "" "" "" NA NA NA NA NA NA NA NA NA "" "2010-06-28T00:00:00Z" NA NA NA 2010 6 28 "" "I kystfjellhei" "" NA NA NA NA "" NA NA "" "" NA NA NA "NO" "Møre og Romsdal" "Sykkylven" "" "Drivdalen" "" "" "" NA NA NA NA 62.28971 6.60342 1 NA NA "" "" NA NA NA NA NA NA NA NA "" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "" "" "Kristian Hassel" "2010-07-01T00:00:00Z" NA "" NA NA NA NA NA NA NA NA NA "Anastrophyllum donnianum (Hook.) Steph." NA NA "" NA NA NA "" "Plantae" "Marchantiophyta" "Jungermanniopsida" "Jungermanniales" "Anastrophyllaceae" "Anastrophyllum" NA "donnianum" NA "SPECIES" NA NA "" "ACCEPTED" NA "" "6728c42d-c4b6-4fda-a211-5ad1bb59cda4" "NO" "2018-07-07T16:21:31.223Z" NA NA NA NA NA NA "GEODETIC_DATUM_ASSUMED_WGS84" "" "true" "false" 2689413 2689413 6 9 126 381 2292 2689412 NA 2689413 "Anastrophyllum donnianum" "Anastrophyllum" "Anastrophyllum donnianum (Hook.) Steph." "" "DWC_ARCHIVE" "2016-12-21T00:42:51.757Z" "2018-11-25T14:42:19.883Z" "true" 375687.785509504 6908756.99219489 TRUE
